Name;Longitude;Latitude
San Pedro del Valle;-5.860358;41.03311
San Pelayo de Guareña;-5.857884;41.11738
Sanchón de la Ribera;-6.413413;41.08776
Sanchón de la Sagrada;-6.024715;40.74459
Sanchotello;-5.752728;40.4379
Sancti-Spíritus;-6.400911;40.70518
Sando;-6.111295;40.96717
Santa María de Sando;-6.130394;40.9799
Santa Marta de Tormes;-5.633373;40.95005
Santiago de la Puebla;-5.27934;40.8023
Santibáñez de Béjar;-5.611373;40.4876
Santibáñez de la Sierra;-5.915524;40.49438
Santiz;-5.895741;41.20575
Santos (Los);-5.796746;40.54626
Sardón de los Frailes;-6.27084;41.21193
Saucelle;-6.75316;41.04755
Sepulcro-Hilario;-6.188134;40.69795
Sequeros;-6.024513;40.5139
Serradilla del Arroyo;-6.360004;40.52139
Serradilla del Llano;-6.355768;40.50063
Sierpe (La);-5.856294;40.64557
Sieteiglesias de Tormes;-5.577567;40.74158
Sobradillo;-6.79953;40.9172
Sorihuela;-5.677692;40.44439
Sotoserrano;-6.032564;40.43604
Tabera de Abajo;-6.001102;40.91037
Tala (La);-5.537611;40.58969
Tamames;-6.104106;40.65682
Tarazona de Guareña;-5.249732;41.17094
Tardáguila;-5.57548;41.11479
Tejado (El);-5.539185;40.44235
Tejeda y Segoyuela;-6.022623;40.63215
Tenebrón;-6.355115;40.62404
Terradillos;-5.542461;40.83985
Topas;-5.634622;41.15681
Tordillos;-5.35243;40.85421
Tornadizo (El);-5.892554;40.54272
Torresmenudas;-5.785965;41.1022
Trabanca;-6.384684;41.23292
Tremedal de Tormes;-6.181431;41.0756
Valdecarros;-5.423006;40.7696
Valdefuentes de Sangusín;-5.829545;40.46539
Valdehijaderos;-5.847747;40.41963
Valdelacasa;-5.763429;40.5061
Valdelageve;-5.989517;40.36914
Valdelosa;-5.782762;41.17096
Valdemierque;-5.583385;40.82148
Valderrodrigo;-6.508775;41.06552
Valdunciel;-5.671552;41.08523
Valero;-5.942448;40.53548
Vallejera de Riofrío;-5.721384;40.40915
Valsalabroso;-6.501443;41.10923
Valverde de Valdelacasa;-5.781748;40.48124
Valverdón;-5.770327;41.04748
Vecinos;-5.877073;40.77942
Vega de Tirados;-5.887008;41.02539
Veguillas (Las);-5.83115;40.71627
Vellés (La);-5.671496;40.96731
Ventosa del Río Almar;-5.348164;40.92888
Vídola (La);-6.487728;41.15339
Villaflores;-5.233344;41.08399
Villagonzalo de Tormes;-5.498151;40.89248
Villalba de los Llanos;-5.973214;40.80081
Villamayor;-5.68979;41.00082
Villanueva del Conde;-6.012312;40.5104
Villar de Argañán;-6.719632;40.67394
Villar de Ciervo;-6.739775;40.73645
Villar de Gallimazo;-5.28827;40.9539
Villar de la Yegua;-6.704578;40.72498
Villar de Peralonso;-6.221945;41.03194
Villar de Samaniego;-6.445864;41.1228
Villares de la Reina;-5.647612;41.00651
Villares de Yeltes;-6.413283;40.86742
Villarino de los Aires;-6.46907;41.26935
Villarmayor;-5.971948;41.01466
Villarmuerto;-6.362195;41.05628
Villasbuenas;-6.59571;41.06209
Villasdardo;-6.163021;41.00458
Villaseco de los Gamitos;-6.113545;41.0377
Villaseco de los Reyes;-6.184583;41.16262
Villasrubias;-6.640275;40.3381
Villaverde de Guareña;-5.526249;41.0639
Villavieja de Yeltes;-6.46762;40.87605
Villoria;-5.374672;40.9945
Villoruela;-5.394605;41.00769
Vilvestre;-6.718517;41.10301
Vitigudino;-6.43838;41.00888
Yecla de Yeltes;-6.488522;40.95956
Zamarra;-6.453993;40.51837
Zamayón;-5.830114;41.14824
Zarapicos;-5.844289;41.03887
Zarza de Pumareda (La);-6.627572;41.16283
Zorita de la Frontera;-5.197237;41.01429
Abades;-4.26913;40.91547
Adrada de Pirón;-4.051525;41.05235
Adrados;-4.112879;41.36835
Aguilafuente;-4.111938;41.2284
Alconada de Maderuelo;-3.486305;41.45044
Aldea Real;-3.504531;41.2576
Aldealcorvo;-3.792133;41.24382
Aldealengua de Pedraza;-3.789361;41.06966
Aldealengua de Santa María;-3.467453;41.46241
Aldeanueva de la Serrezuela;-3.780438;41.4607
Aldeanueva del Codonal;-4.544615;41.08217
Aldeasoña;-4.055844;41.47266
Aldehorno;-3.779552;41.51237
Aldehuela del Codonal;-4.53864;41.05529
Aldeonte;-3.677197;41.35093
Anaya;-4.308839;40.99408
Añe;-4.296141;41.03774
Arahuetes;-3.856474;41.13767
Arcones;-3.724982;41.11839
Arevalillo de Cega;-3.890747;41.16163
Armuña;-4.319798;41.07716
Ayllón;-3.373922;41.41933
Barbolla;-3.672688;41.32545
Basardilla;-4.025467;41.02772
Bercial;-4.436669;40.90679
Bercimuel;-3.570852;41.39949
Bernardos;-4.350889;41.12846
Bernuy de Porreros;-4.11646;41.00056
Boceguillas;-3.638126;41.3368
Brieva;-4.055102;41.03432
Caballar;-3.965202;41.12088
Cabañas de Polendos;-4.11025;41.06725
Cabezuela;-3.933327;41.23514
Calabazas de Fuentidueña;-4.010818;41.44533
Campo de San Pedro;-3.545477;41.43007
Cantalejo;-3.9281;41.25864
Cantimpalos;-4.158595;41.0742
Carbonero el Mayor;-4.266704;41.12254
Carrascal del Río;-3.897694;41.36771
Casla;-3.654604;41.16695
Castillejo de Mesleón;-3.602471;41.27879
Castro de Fuentidueña;-3.855835;41.42073
Castrojimeno;-3.845113;41.39748
Castroserna de Abajo;-3.73432;41.2083
Castroserracín;-3.803175;41.39333
Cedillo de la Torre;-3.605814;41.42439
Cerezo de Abajo;-3.592461;41.21747
Cerezo de Arriba;-3.558474;41.23959
Chañe;-4.428869;41.3386
Cilleruelo de San Mamés;-3.567094;41.43126
Cobos de Fuentidueña;-3.927547;41.38245
Coca;-4.519117;41.21833
Codorniz;-4.600601;41.06709
Collado Hermoso;-3.919351;41.03882
Condado de Castilnovo;-3.7425;41.24111
Corral de Ayllón;-3.459096;41.39096
Cozuelos de Fuentidueña;-4.095218;41.39128
Cubillo;-3.908585;41.12132
Cuéllar;-4.316654;41.40251
Cuevas de Provanco;-3.961665;41.54247
Domingo García;-4.379111;41.11544
Donhierro;-4.696246;41.11604
Duruelo;-3.649323;41.23553
Encinas;-3.667676;41.37494
Encinillas;-4.158085;41.01792
Escalona del Prado;-4.122932;41.16724
Escarabajosa de Cabezas;-4.194168;41.10449
Escobar de Polendos;-4.131123;41.09098
Espinar (El);-4.247441;40.71771
Espirdo;-4.07347;40.99775
Fresneda de Cuéllar;-4.449654;41.31833
Fresno de Cantespino;-3.498973;41.36805
Fresno de la Fuente;-3.644677;41.39546
Frumales;-4.185407;41.38335
Fuente de Santa Cruz;-4.634735;41.20889
Fuente el Olmo de Fuentidueña;-4.000347;41.38012
Fuente el Olmo de Íscar;-4.493434;41.28065
Fuentepelayo;-4.175273;41.22156
Fuentepiñel;-4.042584;41.40004
Fuenterrebollo;-3.931216;41.29678
Fuentesaúco de Fuentidueña;-4.062368;41.42471
Fuentesoto;-3.919893;41.45682
Fuentidueña;-3.980448;41.44252
Gallegos;-3.786434;41.07471
Garcillán;-4.26627;40.97736
Gomezserracín;-4.326694;41.28854
Grajera;-3.613547;41.37238
Honrubia de la Cuesta;-3.704775;41.51078
Hontalbilla;-4.121495;41.34526
Hontanares de Eresma;-4.203881;40.98215
Huertos (Los);-4.219127;41.0092
Ituero y Lama;-4.380133;40.8
Juarros de Riomoros;-4.309361;40.94553
Juarros de Voltoya;-4.519494;41.03076
Labajos;-4.518333;40.84376
Laguna de Contreras;-4.028598;41.49474
Languilla;-3.424838;41.4491
Lastras de Cuéllar;-4.107011;41.29728
Lastras del Pozo;-4.345913;40.87859
Lastrilla (La);-4.103292;40.9687
Losa (La);-4.16462;40.85476
Maderuelo;-3.521574;41.48711
Marazoleja;-4.339089;40.96149
Marazuela;-4.365848;40.97814
Martín Miguel;-4.273617;40.95168
Martín Muñoz de la Dehesa;-4.68732;41.06539
Martín Muñoz de las Posadas;-4.597004;40.99466
Marugán;-4.38389;40.89658
Mata de Cuéllar;-4.472108;41.3977
Matabuena;-3.75647;41.09501
Matilla (La);-3.795513;41.19116
Melque de Cercos;-4.469901;41.05176
Membibre de la Hoz;-4.095219;41.4498
Migueláñez;-4.364726;41.12193
Montejo de Arévalo;-4.665318;41.1402
Montejo de la Vega de la Serrezuela;-3.652762;41.54882
Monterrubio;-4.352016;40.84811
Moral de Hornuez;-3.616015;41.46523
Mozoncillo;-3.517124;41.40326
Muñopedro;-4.47202;40.88802
Muñoveros;-3.95271;41.17223
Nava de la Asunción;-4.487045;41.15579
Navafría;-3.825141;41.05463
Navalilla;-3.933217;41.34158
Navalmanzano;-4.258042;41.21515
Navares de Ayuso;-3.706703;41.37296
Navares de Enmedio;-3.722878;41.38144
Navares de las Cuevas;-3.750781;41.41401
Navas de Oro;-4.439495;41.19619
Navas de Riofrío;-4.13987;40.86571
Navas de San Antonio;-4.329294;40.76159
Nieva;-4.426724;41.08
Olombrada;-4.161081;41.41504
Orejana;-3.778;41.163
Ortigosa de Pestaño;-4.394657;41.08752
Ortigosa del Monte;-4.175569;40.84172
Otero de Herreros;-4.20911;40.82013
Pajarejos;-3.590637;41.39035
Palazuelos de Eresma;-4.059671;40.93102
Pedraza;-3.809568;41.13042
Pelayos del Arroyo;-3.941472;41.05161
Perosillo;-4.140926;41.39278
Pinarejos;-4.294878;41.2593
Pinarnegrillo;-4.210704;41.19036
Pradales;-3.707412;41.45597
Prádena;-3.689073;41.13995
Puebla de Pedraza;-3.913137;41.20537
Rapariegos;-4.653146;41.09375
Rebollo;-3.857505;41.19336
Remondo;-4.482165;41.34121
Riaguas de San Bartolomé;-3.487787;41.42718
Riaza;-3.477578;41.28003
Ribota;-3.429829;41.36467
Riofrío de Riaza;-3.449943;41.24677
Roda de Eresma;-4.181263;41.02869
Sacramenia;-3.963515;41.49481
Samboal;-4.417356;41.25801
San Cristóbal de Cuéllar;-4.404017;41.40601
San Cristóbal de la Vega;-4.645412;41.11186
San Cristóbal de Segovia;-4.076104;40.95257
San Ildefonso;-4.007106;40.90373
San Martín y Mudrián;-4.330223;41.22304
San Miguel de Bernuy;-3.952679;41.39992
San Pedro de Gaíllos;-3.809135;41.22693
Sanchonuño;-4.305842;41.32391
Sangarcía;-4.414613;40.94718
Santa María la Real de Nieva;-4.404407;41.06889
Santa Marta del Cerro;-3.686021;41.21772
Santiuste de Pedraza;-3.896081;41.08452
Santiuste de San Juan Bautista;-4.573022;41.15517
Santo Domingo de Pirón;-3.989704;41.041
Santo Tomé del Puerto;-3.563763;41.18054
Sauquillo de Cabezas;-4.068713;41.19459
Sebúlcor;-3.884605;41.27094
Segovia;-4.119209;40.94943
Sepúlveda;-3.749051;41.29744
Sequera de Fresno;-3.546999;41.36739
Sotillo;-3.637582;41.25824
Sotosalbos;-3.94243;41.03498
Tabanera la Luenga;-4.238953;41.09666
Tolocirio;-4.650373;41.13419
Torre Val de San Pedro;-3.871454;41.07383
Torreadrada;-3.839415;41.4443
Torrecaballeros;-4.024845;40.99184
Torrecilla del Pinar;-4.037625;41.37415
Torreiglesias;-4.032855;41.10206
Trescasas;-4.038758;40.96186
Turégano;-4.007469;41.15512
Urueñas;-3.773702;41.3559
Valdeprados;-4.257667;40.8177
Valdevacas de Montejo;-3.6359;41.52086
Valdevacas y Guijar;-3.9;41.13334
Valle de Tabladillo;-3.839471;41.36282
Vallelado;-4.425953;41.40426
Valleruela de Pedraza;-3.806705;41.1795
Valleruela de Sepúlveda;-3.772063;41.18853
Valseca;-4.174846;41.00058
Valtiendas;-3.917691;41.47857
Valverde del Majano;-4.235653;40.95658
Veganzones;-3.994259;41.1929
Vegas de Matute;-4.278765;40.79456
Ventosilla y Tejadilla;-3.695434;41.18225
Villacastín;-4.413782;40.7799
Villaverde de Íscar;-4.529464;41.30714
Villaverde de Montejo;-3.65548;41.52252
Villeguillo;-4.578562;41.25183
Yanguas de Eresma;-4.240785;41.07141
Zarzuela del Monte;-4.336537;40.80906
Zarzuela del Pinar;-4.183645;41.26064
Abejar;-2.785575;41.80774
Adradas;-2.473783;41.35108
Ágreda;-1.920437;41.85508
Alconaba;-2.385317;41.72372
Alcubilla de Avellaneda;-3.30504;41.72509
Alcubilla de las Peñas;-2.527009;41.2513
Aldealafuente;-2.325249;41.6716
Aldealices;-2.309518;41.90195
Aldealpozo;-2.205355;41.78287
Aldealseñor;-2.315711;41.87892
Aldehuela de Periáñez;-2.306498;41.80824
Aldehuelas (Las);-2.364379;41.99459
Alentisque;-2.332048;41.41982
Aliud;-2.253102;41.65447
Almajano;-2.337914;41.85081
Almaluez;-2.26941;41.28933
Almarza;-2.469083;41.94652
Almazán;-2.533437;41.48592
Almazul;-2.146663;41.57373
Almenar de Soria;-2.199794;41.68241
Alpanseque;-2.67099;41.26534
Arancón;-2.282142;41.80079
Arcos de Jalón;-2.2713;41.21495
Arenillas;-2.845552;41.34745
Arévalo de la Sierra;-2.400216;41.94745
Ausejo de la Sierra;-2.374161;41.89484
Baraona;-2.657406;41.29533
Barca;-2.620859;41.45625
Barcones;-2.816489;41.29187
Bayubas de Abajo;-2.895991;41.52646
Bayubas de Arriba;-2.88629;41.55735
Beratón;-1.810971;41.71635
Berlanga de Duero;-2.861313;41.46519
Blacos;-2.856914;41.68061
Bliecos;-2.271571;41.52827
Borjabad;-2.365719;41.55315
Borobia;-1.897643;41.66553
Buberos;-2.195456;41.64727
Buitrago;-2.408156;41.84751
Burgo de Osma-Ciudad de Osma;-3.06658;41.58764
Cabrejas del Campo;-2.269537;41.68117
Cabrejas del Pinar;-2.849684;41.79767
Calatañazor;-2.817588;41.6996
Caltojar;-2.764143;41.40254
Cañamaque;-2.236295;41.445
Candilichera;-2.301476;41.70433
Carabantes;-2.001163;41.5517
Caracena;-3.091343;41.3833
Carrascosa de Abajo;-3.090263;41.42324
Carrascosa de la Sierra;-2.28056;41.89554
Casarejos;-3.032538;41.79644
Castilfrío de la Sierra;-2.305577;41.91998
Castillejo de Robledo;-3.494669;41.56111
Castilruiz;-2.059147;41.87681
Centenera de Andaluz;-2.71833;41.50687
Cerbón;-2.169622;41.92931
Cidones;-2.640114;41.81461
Cigudosa;-2.055447;41.93505
Cihuela;-1.99981;41.40725
Ciria;-1.965891;41.61886
Cirujales del Río;-2.325954;41.86694
Coscurita;-2.475592;41.43481
Covaleda;-2.884975;41.93584
Cubilla;-2.938876;41.74883
Cubo de la Solana;-2.420941;41.60253
Cueva de Ágreda;-1.88755;41.76356
Dévanos;-1.945479;41.90224
Deza;-2.022246;41.46352
Duruelo de la Sierra;-2.932089;41.95428
Escobosa de Almazán;-2.371206;41.48692
Espeja de San Marcelino;-3.22209;41.80276
Espejón;-3.259629;41.83094
Estepa de San Juan;-2.333617;41.92665
Frechilla de Almazán;-2.515668;41.42592
Fresno de Caracena;-3.091199;41.45257
Fuentearmegil;-3.182951;41.71469
Fuentecambrón;-3.328088;41.50551
Fuentecantos;-2.428108;41.84877
Fuentelmonge;-2.186185;41.42037
Fuentelsaz de Soria;-2.415506;41.86476
Fuentepinilla;-2.763092;41.56748
Fuentes de Magaña;-2.180229;41.93504
Fuentestrún;-2.081859;41.87467
Garray;-2.446957;41.8151
Golmayo;-2.524221;41.76519
Gómara;-2.225688;41.6233
Gormaz;-3.004386;41.49263
Herrera de Soria;-3.012353;41.7629
Hinojosa del Campo;-2.098851;41.73899
Langa de Duero;-3.401597;41.6101
Liceras;-3.243724;41.37885
Losilla (La);-2.278706;41.87247
Magaña;-2.161685;41.89968
Maján;-2.303282;41.46891
Matalebreras;-2.046679;41.84061
Matamala de Almazán;-2.640236;41.50644
Medinaceli;-2.433086;41.17257
Miño de Medinaceli;-2.518145;41.18982
Miño de San Esteban;-3.345308;41.536
Molinos de Duero;-2.787729;41.88531
Momblona;-2.346566;41.4441
Monteagudo de las Vicarías;-2.16931;41.36525
Montejo de Tiermes;-3.198695;41.36852
Montenegro de Cameros;-2.753905;42.08982
Morón de Almazán;-2.413052;41.41478
Muriel de la Fuente;-2.860322;41.72466
Muriel Viejo;-2.915418;41.78269
Nafría de Ucero;-3.094858;41.72269
Narros;-2.294553;41.84862
Navaleno;-3.00545;41.83872
Nepas;-2.399912;41.52644
Nolay;-2.351627;41.527
Noviercas;-2.034963;41.71159
Ólvega;-1.985618;41.77938
Oncala;-2.314437;41.97038
Pinilla del Campo;-2.083476;41.71715
Portillo de Soria;-2.121212;41.63532
Póveda de Soria (La);-2.504583;42.01227
Pozalmuro;-2.102212;41.77471
Quiñonería;-2.057213;41.53778
Quintana Redonda;-2.615314;41.64019
Quintanas de Gormaz;-2.975464;41.50817
Rábanos (Los);-2.475944;41.71728
Rebollar;-2.50513;41.91376
Recuerda;-2.994755;41.47538
Rello;-2.749762;41.33287
Renieblas;-2.372343;41.81995
Retortillo de Soria;-2.980882;41.31117
Reznos;-2.027072;41.59136
Riba de Escalote (La);-2.79705;41.35175
Rioseco de Soria;-2.841026;41.64209
Rollamienta;-2.531147;41.92616
Royo (El);-2.644564;41.9084
Salduero;-2.7993;41.89009
San Esteban de Gormaz;-3.205283;41.57364
San Felices;-2.027122;41.93699
San Leonardo de Yagüe;-3.066409;41.82905
San Pedro Manrique;-2.230739;42.03022
Santa Cruz de Yanguas;-2.448011;42.06273
Santa María de Huerta;-2.17574;41.26341
Santa María de las Hoyas;-3.14257;41.77137
Serón de Nágima;-2.201593;41.49571
Soliedra;-2.382168;41.46981
Soria;-2.464921;41.7636
Sotillo del Rincón;-2.602456;41.93196
Suellacabras;-2.223493;41.85268
Tajahuerce;-2.150867;41.74019
Tajueco;-2.849125;41.53656
Talveila;-2.966848;41.7841
Tardelcuende;-2.644528;41.59547
Taroda;-2.43388;41.34843
Tejado;-2.267788;41.58828
Torlengua;-2.163035;41.45383
Torreblacos;-2.87743;41.66937
Torrubia de Soria;-2.091279;41.63026
Trévago;-2.102242;41.87391
Ucero;-3.051048;41.71712
Vadillo;-3.00797;41.79133
Valdeavellano de Tera;-2.575202;41.94262
Valdegeña;-2.173599;41.81672
Valdelagua del Cerro;-2.11655;41.8878
Valdemaluque;-3.045409;41.67344
Valdenebro;-2.964019;41.57103
Valdeprado;-2.108309;41.93788
Valderrodilla;-2.808402;41.56382
Valtajeros;-2.221633;41.93824
Velamazán;-2.698464;41.45012
Velilla de la Sierra;-2.401653;41.80911
Velilla de los Ajos;-2.254761;41.4906
Viana de Duero;-2.460615;41.53361
Villaciervos;-2.626606;41.76205
Villanueva de Gormaz;-3.062313;41.46755
Villar del Ala;-2.566284;41.91628
Villar del Campo;-2.149196;41.7889
Villar del Río;-2.35151;42.07545
Villares de Soria (Los);-2.355851;41.86448
Villasayas;-2.610573;41.35274
Villaseca de Arciel;-2.161059;41.62463
Vinuesa;-2.762882;41.91164
Vizmanos;-2.407695;42.02388
Vozmediano;-1.855912;41.83922
Yanguas;-2.339636;42.10143
Yelo;-2.527779;41.21052
Adalia;-5.121545;41.64888
Aguasal;-4.652815;41.27509
Aguilar de Campos;-5.179518;41.98422
Alaejos;-5.217235;41.30723
Alcazarén;-4.672615;41.36967
Aldea de San Miguel;-4.614833;41.45976
Aldeamayor de San Martín;-4.640789;41.51191
Almenara de Adaja;-4.67709;41.21382
Amusquillo;-4.301386;41.74875
Arroyo de la Encomienda;-4.796458;41.60952
Ataquines;-4.802578;41.18281
Bahabón;-4.281538;41.48133
Barcial de la Loma;-5.284598;41.95028
Barruelo del Valle;-5.069644;41.67421
Becilla de Valderaduey;-5.219741;42.09895
Benafarces;-5.292621;41.62082
Bercero;-5.055943;41.56435
Berceruelo;-5.03342;41.57958
Berrueces;-5.097033;41.94557
Bobadilla del Campo;-5.021404;41.20448
Bocigas;-4.681275;41.22874
Bocos de Duero;-4.067605;41.62429
Boecillo;-4.699863;41.5409
Bolaños de Campos;-5.284452;42.00658
Brahojos de Medina;-5.043207;41.23122
Bustillo de Chaves;-5.091348;42.13102
Cabezón de Pisuerga;-4.645665;41.73401
Cabezón de Valderaduey;-5.15879;42.16748
Cabreros del Monte;-5.269816;41.84864
Campaspero;-4.199188;41.49291
Campillo (El);-5.014209;41.25804
Camporredondo;-4.504695;41.47388
Canalejas de Peñafiel;-4.115096;41.52468
Canillas de Esgueva;-4.124552;41.7551
Carpio;-5.11081;41.21339
Casasola de Arión;-5.240637;41.57777
Castrejón de Trabancos;-5.170398;41.25175
Castrillo-Tejeriego;-4.37122;41.70313
Castrillo de Duero;-4.014312;41.57559
Castrobol;-5.31488;42.13713
Castrodeza;-4.960594;41.64812
Castromembibre;-5.305367;41.67348
Castromonte;-5.040992;41.77369
Castronuevo de Esgueva;-4.588347;41.68159
Castronuño;-5.260547;41.38883
Castroponce;-5.182605;42.12659
Castroverde de Cerrato;-4.221106;41.75579
Ceinos de Campos;-5.149274;42.03264
Cervillego de la Cruz;-4.949173;41.18686
Cigales;-4.699579;41.75821
Ciguñuela;-4.857165;41.64066
Cistérniga;-4.689145;41.61322
Cogeces de Íscar;-4.544879;41.4059
Cogeces del Monte;-4.316231;41.51111
Corcos;-4.693007;41.8103
Corrales de Duero;-4.047909;41.67221
Cubillas de Santa Marta;-4.61599;41.8319
Cuenca de Campos;-5.055309;42.05845
Curiel de Duero;-4.099914;41.63913
Encinas de Esgueva;-4.102208;41.75776
Esguevillas de Esgueva;-4.379343;41.75099
Fombellida;-4.184987;41.7668
Fompedraza;-4.145766;41.53621
Fontihoyuelo;-5.05728;42.16209
Fresno el Viejo;-5.145677;41.19566
Fuensaldaña;-4.764007;41.70668
Fuente-Olmedo;-4.647348;41.24357
Fuente el Sol;-4.93534;41.17568
Gallegos de Hornija;-5.098537;41.60977
Gatón de Campos;-4.980626;42.04918
Geria;-4.87641;41.57863
Herrín de Campos;-4.952713;42.12391
Hornillos de Eresma;-4.717906;41.36749
Íscar;-4.535896;41.36171
Laguna de Duero;-4.721731;41.58331
Langayo;-4.197915;41.56949
Llano de Olmedo;-4.61457;41.2671
Lomoviejo;-4.917227;41.1489
Manzanillo;-4.18839;41.58631
Marzales;-5.133875;41.58697
Matapozuelos;-4.79148;41.41465
Matilla de los Caños;-4.969812;41.54636
Mayorga;-5.265478;42.16557
Medina de Rioseco;-5.04281;41.88319
Medina del Campo;-4.921706;41.30819
Megeces;-4.566763;41.40743
Melgar de Abajo;-5.142038;42.24331
Melgar de Arriba;-5.097692;42.26829
Mojados;-4.66421;41.43191
Monasterio de Vega;-5.180848;42.23006
Montealegre de Campos;-4.899598;41.90254
Montemayor de Pililla;-4.453449;41.5081
Moral de la Reina;-5.073148;41.98571
Moraleja de las Panaderas;-4.82498;41.27649
Morales de Campos;-5.172205;41.85982
Mota del Marqués;-5.175766;41.63143
Mucientes;-4.762154;41.74359
Mudarra (La);-4.944046;41.78017
Muriel;-4.842773;41.1224
Nava del Rey;-5.079111;41.33257
Nueva Villa de las Torres;-5.055866;41.26737
Olivares de Duero;-4.364395;41.63832
Olmedo;-4.683382;41.28892
Olmos de Esgueva;-4.521373;41.68826
Olmos de Peñafiel;-4.042383;41.57186
Palazuelo de Vedija;-5.145377;41.9293
Parrilla (La);-4.530541;41.53615
Pedraja de Portillo (La);-4.643072;41.47289
Pedrajas de San Esteban;-4.580059;41.33928
Pedrosa del Rey;-5.206253;41.55623
Peñafiel;-4.118107;41.59464
Peñaflor de Hornija;-4.982425;41.71133
Pesquera de Duero;-4.157403;41.64265
Piña de Esgueva;-4.427324;41.72896
Piñel de Abajo;-4.147386;41.67442
Piñel de Arriba;-4.127923;41.69944
Pollos;-5.127767;41.44472
Portillo;-4.588226;41.47901
Pozal de Gallinas;-4.836321;41.3185
Pozaldez;-4.842025;41.37178
Pozuelo de la Orden;-5.25949;41.82155
Puras;-4.649365;41.18361
Quintanilla de Arriba;-4.215496;41.62019
Quintanilla de Onésimo;-4.363746;41.62392
Quintanilla de Trigueros;-4.659084;41.85495
Quintanilla del Molar;-5.448556;41.98919
Rábano;-4.060755;41.53273
Ramiro;-4.786329;41.22869
Renedo de Esgueva;-4.627491;41.65422
Roales de Campos;-5.47572;42.03042
Robladillo;-4.909862;41.60846
Roturas;-4.11888;41.66783
Rubí de Bracamonte;-4.924096;41.2146
Rueda;-4.957104;41.41413
Saelices de Mayorga;-5.206796;42.2113
Salvador de Zapardiel;-4.87457;41.11658
San Cebrián de Mazote;-5.150565;41.68003
San Llorente;-4.064864;41.68693
San Martín de Valvení;-4.566612;41.75298
San Miguel del Arroyo;-4.457754;41.4424
San Miguel del Pino;-4.911283;41.50928
San Pablo de la Moraleja;-4.777665;41.1605
San Pedro de Latarce;-5.325758;41.73582
San Pelayo;-5.033651;41.67999
San Román de Hornija;-5.282981;41.48179
San Salvador;-5.086821;41.61988
San Vicente del Palacio;-4.851441;41.21934
Santa Eufemia del Arroyo;-5.266917;41.89495
Santervás de Campos;-5.101006;42.21807
Santibáñez de Valcorba;-4.447528;41.57038
Santovenia de Pisuerga;-4.688344;41.69658
Sardón de Duero;-4.43022;41.60773
Seca (La);-4.907119;41.41461
Serrada;-4.861142;41.4593
Siete Iglesias de Trabancos;-5.184703;41.35193
Simancas;-4.826713;41.59023
Tamariz de Campos;-5.023392;41.97712
Tiedra;-5.267083;41.65174
Tordehumos;-5.161331;41.81499
Tordesillas;-4.999127;41.50165
Torre de Esgueva;-4.199917;41.76805
Torre de Peñafiel;-4.088619;41.53635
Torrecilla de la Abadesa;-5.089311;41.48503
Torrecilla de la Orden;-5.224626;41.21923
Torrecilla de la Torre;-5.04868;41.66607
Torrelobatón;-5.025541;41.64796
Torrescárcela;-4.318077;41.48461
Traspinedo;-4.472253;41.57597
Trigueros del Valle;-4.650744;41.83005
Tudela de Duero;-4.581106;41.58638
Unión de Campos (La);-5.325425;42.07698
Urones de Castroponce;-5.28183;42.09862
Urueña;-5.203532;41.72711
Valbuena de Duero;-4.291222;41.64257
Valdearcos de la Vega;-4.047462;41.6428
Valdenebro de los Valles;-4.969822;41.85567
Valdestillas;-4.770289;41.47604
Valdunquillo;-5.315187;42.04168
Valladolid;-4.728388;41.65295
Valoria la Buena;-4.53069;41.79931
Valverde de Campos;-5.037402;41.83491
Vega de Ruiponce;-5.114545;42.18827
Vega de Valdetronco;-5.113495;41.59465
Velascálvaro;-4.972027;41.23012
Velilla;-5.004748;41.55871
Velliza;-4.94632;41.57899
Ventosa de la Cuesta;-4.827693;41.41161
Viana de Cega;-4.752031;41.52876
Villabáñez;-4.520939;41.63094
Villabaruz de Campos;-4.996163;42.01052
Villabrágima;-5.11295;41.82352
Villacarralón;-5.044178;42.18966
Villacid de Campos;-5.124511;42.08236
Villaco;-4.269073;41.74004
Villafrades de Campos;-4.97097;42.07774
Villafranca de Duero;-5.302143;41.43247
Villafrechós;-5.218182;41.89216
Villafuerte;-4.323468;41.73453
Villagarcía de Campos;-5.193034;41.78133
Villagómez la Nueva;-5.142063;42.15588
Villalán de Campos;-5.236223;42.0142
Villalar de los Comuneros;-5.137988;41.55013
Villalba de la Loma;-5.19063;42.17392
Villalba de los Alcores;-4.860106;41.86347
Villalbarba;-5.213946;41.60315
Villalón de Campos;-5.033988;42.09926
Villamuriel de Campos;-5.207434;41.94611
Villán de Tordesillas;-4.922626;41.59267
Villanubla;-4.841893;41.69872
Villanueva de Duero;-4.868396;41.51768
Villanueva de la Condesa;-5.095984;42.1483
Villanueva de los Caballeros;-5.246779;41.7588
Villanueva de los Infantes;-4.483085;41.70337
Villanueva de San Mancio;-5.012552;41.92846
Villardefrades;-5.255296;41.72253
Villarmentero de Esgueva;-4.546052;41.68486
Villasexmir;-5.065523;41.63921
Villavaquerín;-4.461882;41.66353
Villavellid;-5.276934;41.69168
Villaverde de Medina;-5.025022;41.30785
Villavicencio de los Caballeros;-5.23492;42.05785
Viloria;-4.385375;41.4459
Wamba;-4.916654;41.67567
Zaratán;-4.78407;41.661
